name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
D.Bush,00-0035525,no,PIT,LB,19,0,2,1.0,34,0,0,0,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Brees,00-0020531,no,NO,QB,,,,,,,,,,,,,,,,,,,,,,,,,91,69,3,5,0,0,781,,,,,,,,,,,,,,,,,,,,,,,,
A.Kamara,00-0033906,no,NO,RB,,,,,,0,0,2,0,0,,,,,,,,,,,,,,,1,1,0,0,0,0,13,,,,,,,,,,,122,29,33,1,0,0,276,86,92,1,1,0,0,373
T.Hill,00-0033357,no,NO,QB,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,18,,,,,,,,,,,63,18,8,3,0,0,97,12,82,0,0,0,0,81
L.Murray,00-0030513,no,NO,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,15,23,1,0,0,153,80,113,42,4,0,0,359
M.Thomas,00-0032765,no,NO,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,24,73,4,0,0,875,1,-9,0,0,0,0,-9
J.Hill,00-0030216,no,NO,TE,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,7,15,1,0,0,160,,,,,,,
T.Smith,00-0034765,no,NO,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,14,5,1,0,0,75,,,,,,,
J.Cook,00-0027061,no,NO,TE,,,,,,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,13,15,2,0,0,168,,,,,,,
T.Ginn,00-0025396,no,NO,WR,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,192,33,20,1,0,0,296,2,13,0,0,0,0,13
W.Lutz,00-0032569,no,NO,K,,,,,,,,,,,20,16,293,48,20,0,19,1,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Morstead,00-0027114,no,NO,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,19,422,32,1451,,,,,,,,,,,,,,,,,,,
D.Harris,00-0035215,no,NO,WR,,,,,,1,1,2,1,0,,,,,,,,,,116,135,0,9,0,,,,,,,,,,,,,79,155,53,23,1,2,0,3,0,0,0,10,1,10,0,0,0,0,10
D.Davis,00-0029607,no,NO,OLB,12,0,0,0.0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Loewen,00-0032883,yes,NO,,0,0,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Brown,00-0032261,no,NO,DT,9,0,0,1.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Hendrickson,00-0033935,no,NO,DE,2,1,0,3.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Stallworth,00-0034325,yes,NO,N/A,1,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Anzalone,00-0033914,no,NO,MLB,0,0,0,1.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Klein,00-0030463,no,NO,OLB,13,1,0,0.0,27,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Williams,00-0033894,no,NO,FS,9,1,2,0.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Bell,00-0032939,no,NO,SS,15,2,0,0.0,35,0,0,0,4,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Davenport,00-0034344,no,NO,DE,12,1,0,3.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Williams,00-0032059,no,NO,CB,5,0,0,1.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Apple,00-0032379,no,NO,CB,1,1,0,0.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Tuttle,00-0035409,no,NO,DT,4,0,0,1.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Lattimore,00-0033874,no,NO,CB,7,0,1,0.0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Jordan,00-0027962,no,NO,DE,5,0,0,8.0,20,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Watson,00-0033537,no,HOU,QB,,,,,,2,4,6,4,-3,,,,,,,,,,,,,,,274,190,5,16,1,1,2231,,,,,,,,,,,,,,,,,,45,121,27,5,0,0,242
D.Johnson,00-0032257,no,HOU,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,23,17,2,0,0,160,47,146,0,0,0,0,274
C.Hyde,00-0031045,no,HOU,RB,,,,,,1,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0,6,0,0,0,22,130,139,6,3,0,0,544
J.Akins,00-0034364,no,HOU,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,53,17,2,0,0,224,,,,,,,
K.Stills,00-0030085,no,HOU,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178,37,18,1,0,0,315,,,,,,,
D.Carter,00-0031763,no,HOU,WR,,,,,,1,0,1,0,0,,,,,,,,,,97,104,0,7,0,,,,,,,,,,,,,66,84,0,14,0,45,0,2,0,0,0,45,,,,,,,
W.Fuller,00-0033127,no,HOU,WR,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,44,34,3,0,0,450,,,,,,,
D.Hopkins,00-0030564,no,HOU,WR,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,,,,,,,,,,,189,20,60,3,1,1,617,,,,,,,
K.Fairbairn,00-0032726,no,HOU,K,,,,,,,,,,,14,11,257,33,25,0,21,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Daniel,00-0034626,no,HOU,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,2,108,11,479,,,,,,,,,,,,,,,,,,,
B.Roby,00-0031372,no,HOU,CB,2,1,0,0.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Crossen,00-0034435,no,HOU,DB,2,0,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Gipson,00-0028924,no,HOU,FS,9,0,2,0.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Colvin,00-0031259,no,HOU,CB,1,0,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Reid,00-0034361,no,HOU,SS,14,0,0,0.0,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Mercilus,00-0029643,no,HOU,OLB,10,4,1,5.5,19,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Watkins,00-0033563,no,HOU,DE,3,0,0,0.0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Addae,00-0030312,no,HOU,SS,2,0,0,0.0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Reader,00-0032424,no,HOU,DE,10,0,0,2.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z.Cunningham,00-0033547,no,HOU,ILB,20,0,0,1.0,39,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Blackson,00-0032107,no,HOU,DE,3,0,0,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.McKinney,00-0031553,no,HOU,ILB,27,1,0,0.5,29,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Martin,00-0034163,no,HOU,LB,1,0,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Cole,00-0033765,no,HOU,LB,2,0,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Joseph,00-0024239,no,HOU,CB,5,0,0,0.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Carr,00-0031280,no,OAK,QB,,,,,,3,1,5,1,-17,,,,,,,,,,,,,,,219,158,4,11,0,0,1695,,,,,,,,,,,,,,,,,,12,23,0,0,0,0,27
J.Richard,00-0033025,no,OAK,RB,,,,,,0,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0,3,0,54,0,11,0,0,0,64,14,46,0,0,0,0,57
D.Washington,00-0032940,no,OAK,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,9,0,0,0,69,34,45,3,1,0,0,126
J.Jacobs,00-0035700,no,OAK,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,11,0,0,0,102,124,184,16,4,0,0,620
D.Harris,00-0028114,no,OAK,WR,,,,,,,,,,,,,,,,,,,,98,120,0,4,0,,,,,,,,,,,,,20,20,0,3,0,7,0,1,0,0,0,7,,,,,,,
R.Grant,00-0031068,yes,OAK,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,4,0,0,0,14,,,,,,,
D.Waller,00-0031610,no,OAK,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,25,46,3,0,0,496,1,7,0,0,0,0,7
H.Renfrow,00-0034983,no,OAK,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,65,18,1,0,0,203,,,,,,,
F.Moreau,00-0034981,no,OAK,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,28,13,2,0,0,131,,,,,,,
T.Williams,00-0032160,no,OAK,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,88,20,5,0,0,307,,,,,,,
D.Carlson,00-0034161,no,OAK,K,,,,,,,,,,,7,6,214,18,19,0,19,0,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Cole,00-0035190,no,OAK,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,14,393,30,1436,,,,,,,,,,,,,,,,,,,
A.Key,00-0034825,no,OAK,DE,1,0,0,1.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Hurst,00-0034746,no,OAK,DT,4,0,0,2.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Whitehead,00-0029212,no,OAK,OLB,13,0,0,0.0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Mauro,00-0030883,no,OAK,DE,5,0,0,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Joyner,00-0031389,no,OAK,FS,2,0,0,0.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Hall,00-0034262,no,OAK,DT,4,0,0,0.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Morrow,00-0033445,no,OAK,LB,7,0,1,0.0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Mullen,00-0035695,no,OAK,CB,2,0,0,0.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Burfict,00-0028912,no,OAK,OLB,6,0,0,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Joseph,00-0032888,no,OAK,FS,8,0,0,0.0,28,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Riley,00-0032042,no,OAK,FS,3,0,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Lee,00-0033956,yes,OAK,MLB,0,0,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Conley,00-0033882,no,OAK,CB,10,0,1,0.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hankins,00-0030063,no,OAK,DT,8,0,0,1.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Ferrell,00-0035692,no,OAK,DE,5,0,0,1.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Abram,00-0035693,yes,OAK,DB,4,0,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Crosby,00-0034973,no,OAK,DE,4,2,0,2.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Worley,00-0032891,no,OAK,CB,3,0,0,0.0,28,0,0,0,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Mayowa,00-0030380,no,OAK,DE,2,2,0,5.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Flacco,00-0026158,no,DEN,QB,,,,,,3,2,8,2,0,,,,,,,,,,,,,,,262,171,5,6,1,1,1822,,,,,,,,,,,,,,,,,,12,19,0,0,0,0,20
P.Lindsay,00-0034109,no,DEN,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,0,25,0,0,0,160,109,137,7,4,1,0,492
R.Freeman,00-0034838,no,DEN,RB,,,,,,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,26,0,0,0,182,88,101,5,2,0,0,359
N.Fant,00-0035644,no,DEN,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,25,20,1,0,0,185,1,-5,0,0,0,0,-5
D.Hamilton,00-0034370,no,DEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,11,0,0,0,106,,,,,,,
E.Sanders,00-0027685,no,DEN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157,12,34,3,1,1,392,,,,,,,
C.Sutton,00-0034348,no,DEN,WR,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,78,39,3,0,0,636,,,,,,,
R.Leary,00-0029010,no,DEN,OG,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.McManus,00-0029822,no,DEN,K,,,,,,,,,,,17,14,273,42,10,0,9,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Wadman,00-0034064,no,DEN,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307,18,437,43,1905,,,,,,,,,,,,,,,,,,,
C.Harris,00-0028224,no,DEN,CB,4,1,1,0.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Gotsis,00-0033064,no,DEN,DE,2,0,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Simmons,00-0032971,no,DEN,FS,11,0,2,0.0,33,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Harris,00-0031270,no,DEN,DT,12,0,0,1.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jewell,00-0034368,no,DEN,ILB,13,0,0,0.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Nelson,00-0031350,no,DEN,LB,5,0,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Walker,00-0033782,no,DEN,DE,6,0,0,4.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Wolfe,00-0029586,no,DEN,DE,6,1,0,4.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Reed,00-0034954,no,DEN,LB,3,0,0,1.0,11,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Jackson,00-0027872,no,DEN,DB,8,1,1,0.0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Miller,00-0027940,no,DEN,OLB,6,0,0,4.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Chubb,00-0034832,no,DEN,OLB,5,1,0,1.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.Yiadom,00-0034780,no,DEN,CB,2,0,0,0.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Parks,00-0032958,no,DEN,SS,2,0,0,0.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Hogan,00-0028237,no,CAR,WR,,,,,,,,,,,,,,,,,,,,21,21,0,1,0,,,,,,,,,,,,,,,,,,24,0,3,0,0,0,24,,,,,,,
M.Haynes,00-0034382,no,CAR,DE,5,0,0,0.0,3,0,0,0,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Addison,00-0028339,no,CAR,LB,6,1,0,6.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bond,00-0032789,no,TB,,0,0,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Minter,00-0030382,no,TB,LB,12,0,0,0.0,18,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cichy,00-0034415,no,TB,LB,1,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Nelson,00-0035254,no,TB,LB,4,1,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Edwards,00-0035681,no,TB,SAF,4,0,0,0.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Yanda,00-0025473,yes,BAL,OG,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Skura,00-0032575,yes,BAL,C,,,,,,0,0,1,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Carr,00-0026280,no,BAL,CB,2,0,0,1.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Williams,00-0033915,yes,BAL,LB,0,0,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Crabtree,00-0026986,no,ARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,0,4,0,0,0,22,,,,,,,
M.Brown,00-0035486,no,ARI,,1,0,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Tate,00-0034686,no,CIN,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,2,27,1,0,0,391,,,,,,,
D.Sample,00-0035631,no,CIN,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,4,0,0,0,27,,,,,,,
D.Phillips,00-0034683,no,CIN,CB,0,0,1,0.0,1,,,,,,,,,,,,,,,43,64,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Tupou,00-0033347,no,CIN,DT,8,0,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Wilson,00-0033791,no,CIN,DB,3,2,0,0.0,8,,,,,,,,,,,,,,,111,205,92,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Juszczyk,00-0029892,no,SF,FB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,6,0,0,0,76,1,6,0,0,0,0,6
J.Wilson,00-0034115,no,SF,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,29,8,4,0,0,78
A.Al-Shaair,00-0035166,no,SF,LB,1,0,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Reed Jr.,00-0034384,no,SF,FS,1,0,0,0.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Thomas,00-0033870,no,SF,DE,2,0,0,2.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Thomas,00-0031260,no,DET,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0,6,0,0,0,64,,,,,,,
K.Strong,00-0035334,no,DET,DT,2,0,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Okwara,00-0032655,no,DET,DE,8,1,0,0.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Slay,00-0030062,no,DET,CB,4,0,1,0.0,12,0,0,0,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Watkins,00-0031173,no,LAC,DB,1,0,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Allison,00-0032626,no,GB,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,31,18,2,0,0,184,1,7,0,0,0,0,7
J.Kumerow,00-0031787,no,GB,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,37,8,1,0,0,140,,,,,,,
T.Lancaster,00-0034185,no,GB,DT,7,1,0,0.0,8,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Goodson,00-0033121,no,GB,MLB,6,0,0,0.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Rudolph,00-0027981,no,MIN,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,15,17,1,0,0,147,,,,,,,
I.Smith,00-0034970,no,MIN,TE,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,0,15,0,0,0,174,,,,,,,
H.Mata'afa,00-0034215,no,MIN,DE,0,0,0,0.0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Coutee,00-0034366,no,HOU,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,0,13,0,0,0,154,2,14,4,1,0,0,14
D.Fells,00-0029738,no,HOU,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,37,23,5,0,0,244,,,,,,,
J.Watt,00-0027949,no,HOU,DE,9,1,0,4.0,15,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Howard,00-0035234,yes,HOU,OT,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Omenihu,00-0035279,no,HOU,DE,2,2,0,2.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Scarlett,00-0032734,no,HOU,OLB,7,1,0,1.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Johnson,00-0035244,no,HOU,CB,3,0,0,0.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Dunn,00-0031127,no,HOU,NT,5,0,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Cann,00-0032255,no,JAX,OG,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Linder,00-0031369,no,JAX,C,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Herndon,00-0034516,no,JAX,CB,10,0,2,0.0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Bryan,00-0034842,no,JAX,DT,4,0,0,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Dareus,00-0027941,no,JAX,DT,5,0,0,0.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
