name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
T.Davis,00-0023448,no,LAC,OLB,24,0,0,1.0,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Ingram,00-0029249,no,LAC,DE,4,0,0,1.0,14,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Jenkins,00-0033941,no,LAC,DB,9,0,2,0.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Brissett,00-0033119,no,IND,QB,,,,,,3,1,4,1,-5,,,,,,,,,,,,,,,231,149,3,14,0,0,1590,,,,,,,,,,,,,,,,,,35,48,1,1,0,0,106
M.Mack,00-0033951,no,IND,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,11,0,0,0,68,138,170,77,3,1,1,590
N.Hines,00-0034367,no,IND,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,0,22,0,0,0,167,18,34,0,0,0,0,45
P.Campbell,00-0035639,no,IND,WR,,,,,,1,0,1,0,0,,,,,,,,,,72,75,0,5,0,,,,,,,,,,,,,,,,,,39,12,10,1,0,0,62,1,7,0,0,0,0,7
M.Alie-Cox,00-0033217,no,IND,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,0,4,0,0,0,38,,,,,,,
J.Doyle,00-0030181,no,IND,TE,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,5,21,1,0,0,210,,,,,,,
D.Cain,00-0034406,no,IND,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,0,4,0,0,0,52,,,,,,,
E.Ebron,00-0031387,no,IND,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,55,16,3,0,0,232,,,,,,,
T.Hilton,00-0029608,no,IND,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,29,32,5,0,0,360,,,,,,,
D.Funchess,00-0032055,no,IND,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,3,0,0,0,32,,,,,,,
G.Odum,00-0034091,no,IND,DB,2,1,0,0.0,10,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Vinatieri,00-0016919,no,IND,K,,,,,,,,,,,15,11,206,33,17,0,13,4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Sanchez,00-0033269,no,IND,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291,8,372,25,1124,,,,,,,,,,,,,,,,,,,
C.Rogers,00-0032355,no,IND,WR,,,,,,0,1,1,1,0,,,,,,,,,,13,13,0,1,0,,,,,,,,,,,,,34,50,0,9,0,68,4,9,1,0,0,103,,,,,,,
C.Geathers,00-0031571,no,IND,SS,7,0,1,0.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Muhammad,00-0033964,no,IND,DT,0,1,0,1.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Adams,00-0034424,no,IND,OLB,1,0,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Moore II,00-0033393,no,IND,CB,6,0,0,1.0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Ya-Sin,00-0035637,no,IND,CB,4,0,0,0.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Turay,00-0034354,no,IND,DE,3,1,0,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Hunt,00-0030449,no,IND,DE,2,0,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Walker,00-0033570,no,IND,MLB,11,0,0,1.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Okereke,00-0035687,no,IND,ILB,5,0,0,0.0,17,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Autry,00-0031254,no,IND,DT,5,1,0,2.5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Wilson,00-0033544,no,IND,CB,1,0,0,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Banogu,00-0034969,no,IND,DE,3,1,0,1.5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Houston,00-0028008,no,IND,DE,5,0,0,5.0,16,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Leonard,00-0034846,no,IND,OLB,15,0,1,2.0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Willis,00-0035530,no,IND,SAF,8,0,0,0.0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Stewart,00-0033952,no,IND,DT,5,0,0,2.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Hooker,00-0033877,no,IND,FS,4,0,1,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Desir,00-0031331,no,IND,CB,5,0,1,0.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Wilson,00-0029263,no,SEA,QB,,,,,,1,1,3,1,0,,,,,,,,,,,,,,,250,171,1,17,1,0,2127,,,,,,,,,,,,,,,,,,43,87,24,3,0,0,182
R.Penny,00-0034750,no,SEA,RB,,,,,,,,,,,,,,,,,,,,32,33,0,3,0,,,,,,,,,,,,,,,,,,33,0,3,0,0,0,34,30,67,37,1,0,0,153
C.Carson,00-0033594,no,SEA,RB,,,,,,3,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,15,22,2,0,0,149,159,144,3,3,0,0,660
N.Vannett,00-0032394,no,SEA,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,7,0,0,0,71,,,,,,,
T.Lockett,00-0032211,no,SEA,WR,,,,,,,,,,,,,,,,,,,,138,147,0,9,0,,,,,,,,,,,,,14,24,0,10,0,226,73,46,4,0,0,615,3,-8,0,0,0,0,-8
DK.Metcalf,00-0035640,no,SEA,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,72,23,4,1,0,402,1,4,0,0,0,0,4
W.Dissly,00-0034159,no,SEA,TE,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,27,23,4,0,0,262,1,7,0,0,0,0,7
A.Woods,00-0027723,no,SEA,DT,9,0,0,0.0,9,0,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Bellore,00-0028292,no,SEA,RB,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0,1,0,0,0,20,,,,,,,
T.Flowers,00-0034756,no,SEA,CB,7,0,1,0.0,30,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Myers,00-0031492,no,SEA,K,,,,,,,,,,,13,10,202,30,23,0,22,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Dickson,00-0034160,no,SEA,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324,15,453,35,1616,,,,,,,,,,,,,,,,,,,
K.Wright,00-0028037,no,SEA,OLB,35,0,1,0.0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Jefferson,00-0032416,no,SEA,DT,9,0,0,2.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Ford,00-0034234,no,SEA,DT,5,0,0,0.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.McDougald,00-0030161,no,SEA,SS,7,1,1,0.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Clowney,00-0031364,no,SEA,OLB,8,2,1,2.0,10,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.Amadi,00-0035142,yes,SEA,CB,0,0,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sq.Griffin,00-0033926,no,SEA,CB,9,0,0,0.0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Thompson,00-0033554,no,SEA,FS,10,0,2,0.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Mone,00-0035094,yes,SEA,,3,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Wagner,00-0029255,no,SEA,MLB,36,1,0,1.0,39,0,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Jackson,00-0033024,no,SEA,DE,1,0,0,2.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Green,00-0034831,no,SEA,DE,5,1,0,2.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Kendricks,00-0029409,no,SEA,LB,15,0,1,2.0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Dalton,00-0027973,no,CIN,QB,,,,,,3,1,6,1,-1,,,,,,,,,,,,,,,338,204,8,9,0,0,2251,,,,,,,,,,,-4,0,1,0,0,0,-4,14,35,4,3,0,0,55
G.Bernard,00-0030456,no,CIN,RB,,,,,,0,0,1,0,0,,,,,,,,,,14,14,0,1,0,,,,,,,,,,,,,,,,,,94,0,18,0,0,0,126,30,61,0,0,0,0,80
T.Boyd,00-0033009,no,CIN,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,-1,0,1,0,190,42,51,1,0,0,535,2,6,0,0,0,0,6
J.Mixon,00-0033897,no,CIN,RB,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,4,19,3,0,0,110,101,82,0,0,0,0,321
C.Uzomah,00-0032134,no,CIN,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,0,9,0,0,0,112,,,,,,,
A.Erickson,00-0032543,no,CIN,WR,,,,,,1,0,1,0,0,,,,,,,,,,22,25,0,2,0,,,,,,,,,,,,,27,30,0,9,0,168,0,25,0,0,0,343,3,26,0,0,0,0,15
D.Willis,00-0035401,no,CIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,0,9,0,0,0,82,,,,,,,
J.Ross III,00-0033460,no,CIN,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,121,16,3,0,0,328,,,,,,,
T.Eifert,00-0030549,no,CIN,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,1,23,1,0,0,192,,,,,,,
D.Kirkpatrick,00-0029560,no,CIN,CB,6,0,0,1.0,27,0,0,0,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Bullock,00-0029421,no,CIN,K,,,,,,,,,,,13,11,283,33,13,0,13,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Huber,00-0027103,no,CIN,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,15,434,39,1697,,,,,,,,,,,,,,,,,,,
A.Billings,00-0033066,no,CIN,DT,5,0,0,0.0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Lawson,00-0033463,no,CIN,DE,3,0,0,1.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Fejedelem,00-0032807,no,CIN,DB,0,0,0,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Brown,00-0031171,no,CIN,MLB,25,1,0,0.0,23,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Atkins,00-0027720,no,CIN,DT,14,0,0,3.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Bates III,00-0034675,no,CIN,FS,19,0,0,0.0,43,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Dunlap,00-0027662,no,CIN,DE,9,0,0,1.0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Williams,00-0030471,no,CIN,SS,16,0,0,0.0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Webb,00-0030403,no,CIN,CB,3,0,0,0.0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Jackson III,00-0033107,no,CIN,CB,6,0,1,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Glasgow,00-0033786,no,CIN,DT,6,0,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Pratt,00-0035697,no,CIN,LB,5,0,0,0.0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Vigil,00-0032892,no,CIN,OLB,27,1,0,0.0,36,0,0,0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Wynn,00-0030776,no,CIN,DE,2,0,0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Hubbard,00-0034834,no,CIN,DE,15,1,0,3.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Murray,00-0035228,no,ARI,QB,,,,,,0,2,2,2,-5,,,,,,,,,,,,,,,292,186,4,7,2,2,1988,,,,,,,,,,,,,,,,,,51,108,15,2,0,0,279
C.Edmonds,00-0034681,no,ARI,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,2,12,1,0,0,105,58,102,59,4,0,0,295
D.Johnson,00-0032187,no,ARI,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,44,30,3,0,0,315,77,87,2,2,0,0,300
C.Kirk,00-0034775,no,ARI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,29,0,7,0,91,0,32,0,1,1,321,3,37,0,0,0,0,37
D.Byrd,00-0031868,no,ARI,WR,,,,,,,,,,,,,,,,,,,,14,23,0,4,0,,,,,,,,,,,,,,,,,,114,0,17,0,0,0,178,,,,,,,
C.Clay,00-0028112,no,ARI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,0,11,0,0,0,158,,,,,,,
K.Johnson,00-0035287,no,ARI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,0,17,0,1,1,151,1,3,0,0,0,0,3
M.Williams,00-0031558,no,ARI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,20,9,1,0,0,112,,,,,,,
L.Fitzgerald,00-0022921,no,ARI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194,5,38,2,0,0,447,,,,,,,
C.Jones,00-0029585,no,ARI,LB,5,4,0,8.5,17,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Sherfield,00-0034487,no,ARI,WR,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,0,4,0,0,0,80,,,,,,,
Z.Gonzalez,00-0033862,no,ARI,K,,,,,,,,,,,24,21,311,63,13,0,13,0,13,,,,,,,,,,,,,42,0,44,2,84,,,,,,,,,,,,,,,,,,,
A.Lee,00-0022824,no,ARI,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,10,342,28,1338,,,,,,,,,,,,,,,,,,,
A.Isabella,00-0035527,no,ARI,WR,,,,,,,,,,,,,,,,,,,,40,51,0,5,0,,,,,,,,,,,,,,,,,,5,0,2,0,0,0,8,3,11,0,0,0,0,16
C.Peters,00-0027686,no,ARI,DT,10,0,0,2.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Gunter,00-0032131,no,ARI,DT,9,0,0,0.5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Brock,00-0027375,no,ARI,DB,1,0,0,0.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.McDonald,00-0026964,no,ARI,DT,7,0,0,0.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Marsh,00-0031175,no,ARI,LB,2,0,0,1.0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Walker,00-0032809,no,ARI,LB,6,0,0,0.0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Murphy,00-0035236,no,ARI,CB,7,0,0,0.0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Suggs,00-0022161,no,ARI,OLB,10,4,0,5.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Baker,00-0033890,no,ARI,SS,23,1,0,0.0,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hicks,00-0032129,no,ARI,MLB,34,2,1,0.5,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Reed,00-0027980,no,ARI,LB,2,0,0,1.0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ch.Jones,00-0034641,no,ARI,,1,0,0,0.0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z.Allen,00-0035248,no,ARI,DE,2,0,0,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Swearinger,00-0030566,no,ARI,,10,0,0,0.0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Reddick,00-0033875,no,ARI,OLB,22,0,0,1.0,35,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Stafford,00-0026498,no,DET,QB,,,,,,2,1,4,1,-5,,,,,,,,,,,,,,,250,161,4,16,1,0,2093,,,,,,,,,,,,,,,,,,17,43,0,0,0,0,60
M.Jones,00-0029293,no,DET,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,28,34,5,0,0,409,1,4,0,0,0,0,4
K.Johnson,00-0034349,no,DET,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,36,9,1,0,0,126,92,57,2,2,0,0,308
T.Johnson,00-0035537,no,DET,RB,,,,,,,,,,,,,,,,,,,,15,15,0,1,0,,,,,,,,,,,,,,,,,,29,0,9,0,0,0,48,30,52,0,0,0,0,108
C.Anderson,00-0029854,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,0,0,0,0,43
T.Hockenson,00-0035229,no,DET,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,28,19,2,0,0,240,,,,,,,
J.James,00-0032135,no,DET,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,7,0,0,0,61,,,,,,,
K.Golladay,00-0033932,no,DET,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,90,31,6,1,0,508,,,,,,,
D.Amendola,00-0026035,no,DET,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,15,0,3,0,136,47,28,1,0,0,347,,,,,,,
N.Bawden,00-0034433,no,DET,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,3,0,0,0,14,,,,,,,
J.McKissic,00-0032602,no,DET,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,0,10,0,0,0,75,16,89,0,0,0,0,108
F.Ragnow,00-0034345,no,DET,C,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Agnew,00-0033572,no,DET,CB,0,0,0,0.0,4,1,0,1,0,0,,,,,,,,,,186,192,100,8,1,,,,,,,,,,,,,26,29,0,10,0,,,,,,,,1,9,0,0,0,0,9
M.Prater,00-0023853,no,DET,K,,,,,,,,,,,16,14,293,42,19,0,18,1,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Martin,00-0030092,no,DET,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,12,363,29,1271,,,,,,,,,,,,,,,,,,,
M.Ford,00-0034639,no,DET,DB,1,0,0,0.0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Kennard,00-0031241,no,DET,OLB,6,0,0,3.0,22,0,0,0,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Harrison,00-0029040,no,DET,DT,9,0,0,2.0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Robinson,00-0032889,no,DET,DT,5,1,0,0.5,16,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Wilson,00-0029410,no,DET,DB,4,0,0,0.0,23,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Melvin,00-0029901,no,DET,CB,2,0,0,0.0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Jones,00-0031130,no,DET,OLB,7,0,0,2.0,21,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Reeves-Maybin,00-0033557,no,DET,LB,0,0,0,0.0,4,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Diggs,00-0031608,no,DET,DB,3,0,0,0.0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Flowers,00-0031566,no,DET,DE,11,2,0,3.0,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Tavai,00-0035240,no,DET,LB,5,1,0,1.0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Walker,00-0034745,no,DET,DB,7,1,1,0.0,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Daniels,00-0029284,no,DET,DE,1,0,0,0.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Coleman,00-0031796,no,DET,CB,3,2,1,0.0,23,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Prescott,00-0033077,no,DAL,QB,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,238,168,7,12,1,0,2122,,,,,,,,,,,,,,,,,,24,95,20,3,0,0,163
T.Pollard,00-0035261,no,DAL,RB,,,,,,,,,,,,,,,,,,,,24,28,0,3,0,,,,,,,,,,,,,,,,,,15,0,4,0,0,0,28,45,72,16,1,0,0,209
E.Elliott,00-0033045,no,DAL,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,0,24,0,0,0,175,135,104,21,6,0,0,602
A.Cooper,00-0031544,no,DAL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,103,38,5,0,0,621,,,,,,,
T.Austin,00-0030525,no,DAL,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,16,23,0,7,0,49,0,8,0,0,0,90,3,37,20,1,0,0,37
J.Witten,00-0022127,no,DAL,TE,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,6,26,2,1,0,263,,,,,,,
B.Jarwin,00-0033658,no,DAL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,29,11,2,0,0,120,,,,,,,
M.Gallup,00-0034764,no,DAL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,40,27,1,0,0,421,,,,,,,
R.Cobb,00-0028002,no,DAL,WR,,,,,,,,,,,,,,,,,,,,11,11,0,2,0,,,,,,,,,,,,,24,24,0,3,0,126,25,19,1,0,0,239,2,7,0,0,0,0,11
D.Lawrence,00-0031411,no,DAL,DE,6,2,0,3.5,7,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
